Dataset,Graph#,dirname,Filename,Class,Order,Genus,Species,Taxa,interaction_type,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,Citation
,547,voles_social_projection_bipartite_weighted,N547_voles_begon_site_KCS_trapping_session_08.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,548,voles_social_projection_bipartite_weighted,N548_voles_begon_site_KCS_trapping_session_09.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,549,voles_social_projection_bipartite_weighted,N549_voles_begon_site_KCS_trapping_session_10.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,550,voles_social_projection_bipartite_weighted,N550_voles_begon_site_KCS_trapping_session_11.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,551,voles_social_projection_bipartite_weighted,N551_voles_begon_site_KCS_trapping_session_12.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,552,voles_social_projection_bipartite_weighted,N552_voles_begon_site_KCS_trapping_session_13.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,553,voles_social_projection_bipartite_weighted,N553_voles_begon_site_KCS_trapping_session_14.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,554,voles_social_projection_bipartite_weighted,N554_voles_begon_site_KCS_trapping_session_15.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,555,voles_social_projection_bipartite_weighted,N555_voles_begon_site_KCS_trapping_session_16.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,556,voles_social_projection_bipartite_weighted,N556_voles_begon_site_KCS_trapping_session_17.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,557,voles_social_projection_bipartite_weighted,N557_voles_begon_site_KCS_trapping_session_18.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,558,voles_social_projection_bipartite_weighted,N558_voles_begon_site_KCS_trapping_session_19.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,559,voles_social_projection_bipartite_weighted,N559_voles_begon_site_KCS_trapping_session_20.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,560,voles_social_projection_bipartite_weighted,N560_voles_begon_site_KCS_trapping_session_21.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,561,voles_social_projection_bipartite_weighted,N561_voles_begon_site_KCS_trapping_session_22.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,562,voles_social_projection_bipartite_weighted,N562_voles_begon_site_KCS_trapping_session_23.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,563,voles_social_projection_bipartite_weighted,N563_voles_begon_site_KCS_trapping_session_24.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,564,voles_social_projection_bipartite_weighted,N564_voles_begon_site_KCS_trapping_session_25.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,565,voles_social_projection_bipartite_weighted,N565_voles_begon_site_KCS_trapping_session_26.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,566,voles_social_projection_bipartite_weighted,N566_voles_begon_site_KCS_trapping_session_27.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,567,voles_social_projection_bipartite_weighted,N567_voles_begon_site_KCS_trapping_session_28.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,568,voles_social_projection_bipartite_weighted,N568_voles_begon_site_KCS_trapping_session_29.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,569,voles_social_projection_bipartite_weighted,N569_voles_begon_site_KCS_trapping_session_30.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,570,voles_social_projection_bipartite_weighted,N570_voles_begon_site_KCS_trapping_session_31.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,571,voles_social_projection_bipartite_weighted,N571_voles_begon_site_KCS_trapping_session_32.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,572,voles_social_projection_bipartite_weighted,N572_voles_begon_site_PLJ_trapping_session_00.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,573,voles_social_projection_bipartite_weighted,N573_voles_begon_site_PLJ_trapping_session_01.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,574,voles_social_projection_bipartite_weighted,N574_voles_begon_site_PLJ_trapping_session_02.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,575,voles_social_projection_bipartite_weighted,N575_voles_begon_site_PLJ_trapping_session_03.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,576,voles_social_projection_bipartite_weighted,N576_voles_begon_site_PLJ_trapping_session_04.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,577,voles_social_projection_bipartite_weighted,N577_voles_begon_site_PLJ_trapping_session_05.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,578,voles_social_projection_bipartite_weighted,N578_voles_begon_site_PLJ_trapping_session_06.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,579,voles_social_projection_bipartite_weighted,N579_voles_begon_site_PLJ_trapping_session_07.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,580,voles_social_projection_bipartite_weighted,N580_voles_begon_site_PLJ_trapping_session_08.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,581,voles_social_projection_bipartite_weighted,N581_voles_begon_site_PLJ_trapping_session_09.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,582,voles_social_projection_bipartite_weighted,N582_voles_begon_site_PLJ_trapping_session_10.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,583,voles_social_projection_bipartite_weighted,N583_voles_begon_site_PLJ_trapping_session_11.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,584,voles_social_projection_bipartite_weighted,N584_voles_begon_site_PLJ_trapping_session_12.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,585,voles_social_projection_bipartite_weighted,N585_voles_begon_site_PLJ_trapping_session_13.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,586,voles_social_projection_bipartite_weighted,N586_voles_begon_site_PLJ_trapping_session_14.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,587,voles_social_projection_bipartite_weighted,N587_voles_begon_site_PLJ_trapping_session_15.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,588,voles_social_projection_bipartite_weighted,N588_voles_begon_site_PLJ_trapping_session_16.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,589,voles_social_projection_bipartite_weighted,N589_voles_begon_site_PLJ_trapping_session_17.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,590,voles_social_projection_bipartite_weighted,N590_voles_begon_site_PLJ_trapping_session_18.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,591,voles_social_projection_bipartite_weighted,N591_voles_begon_site_PLJ_trapping_session_19.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,592,voles_social_projection_bipartite_weighted,N592_voles_begon_site_PLJ_trapping_session_20.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,593,voles_social_projection_bipartite_weighted,N593_voles_begon_site_PLJ_trapping_session_21.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,594,voles_social_projection_bipartite_weighted,N594_voles_begon_site_PLJ_trapping_session_22.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,595,voles_social_projection_bipartite_weighted,N595_voles_begon_site_PLJ_trapping_session_23.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,596,voles_social_projection_bipartite_weighted,N596_voles_begon_site_PLJ_trapping_session_24.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,597,voles_social_projection_bipartite_weighted,N597_voles_begon_site_PLJ_trapping_session_25.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,598,voles_social_projection_bipartite_weighted,N598_voles_begon_site_PLJ_trapping_session_26.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,599,voles_social_projection_bipartite_weighted,N599_voles_begon_site_PLJ_trapping_session_27.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,600,voles_social_projection_bipartite_weighted,N600_voles_begon_site_PLJ_trapping_session_28.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,601,voles_social_projection_bipartite_weighted,N601_voles_begon_site_PLJ_trapping_session_29.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,602,voles_social_projection_bipartite_weighted,N602_voles_begon_site_PLJ_trapping_session_30.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,603,voles_social_projection_bipartite_weighted,N603_voles_begon_site_PLJ_trapping_session_31.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,604,voles_social_projection_bipartite_weighted,N604_voles_begon_site_PLJ_trapping_session_32.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,605,voles_social_projection_bipartite_weighted,N605_voles_begon_site_ROB_trapping_session_01.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,606,voles_social_projection_bipartite_weighted,N606_voles_begon_site_ROB_trapping_session_02.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,607,voles_social_projection_bipartite_weighted,N607_voles_begon_site_ROB_trapping_session_03.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,608,voles_social_projection_bipartite_weighted,N608_voles_begon_site_ROB_trapping_session_04.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,609,voles_social_projection_bipartite_weighted,N609_voles_begon_site_ROB_trapping_session_05.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,610,voles_social_projection_bipartite_weighted,N610_voles_begon_site_ROB_trapping_session_06.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,611,voles_social_projection_bipartite_weighted,N611_voles_begon_site_ROB_trapping_session_07.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,612,voles_social_projection_bipartite_weighted,N612_voles_begon_site_ROB_trapping_session_08.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,613,voles_social_projection_bipartite_weighted,N613_voles_begon_site_ROB_trapping_session_09.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,614,voles_social_projection_bipartite_weighted,N614_voles_begon_site_ROB_trapping_session_10.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,615,voles_social_projection_bipartite_weighted,N615_voles_begon_site_ROB_trapping_session_11.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,616,voles_social_projection_bipartite_weighted,N616_voles_begon_site_ROB_trapping_session_12.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,617,voles_social_projection_bipartite_weighted,N617_voles_begon_site_ROB_trapping_session_13.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,618,voles_social_projection_bipartite_weighted,N618_voles_begon_site_ROB_trapping_session_14.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,619,voles_social_projection_bipartite_weighted,N619_voles_begon_site_ROB_trapping_session_15.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,620,voles_social_projection_bipartite_weighted,N620_voles_begon_site_ROB_trapping_session_16.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,621,voles_social_projection_bipartite_weighted,N621_voles_begon_site_ROB_trapping_session_17.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
,622,voles_social_projection_bipartite_weighted,N622_voles_begon_site_ROB_trapping_session_18.graphml,Mammalia,Rodentia,Microtus,agrestis,Microtus_agrestis,social_projection_bipartite,frequency,"Northumberland, England",free-ranging,manual ,6 days,12 hours,"Davis, Stephen, et al. ""Spatial analyses of wildlife contact networks."" Journal of the Royal Society Interface 12.102 (2015): 20141004."
